 $IN
 LR      =  0.000000000000000E+000,
 LI      =  5.515689316165199E-003,
 NU      =  5.000000000000000E-002,
 FAL     =   1.01000000000000     ,
 DLR     =  1.000000000000000E-008,
 DLI     =  1.000000000000000E-008,
 ALPHA   =  -1.01000000000000     ,
 NMAX    =          50,
 NMIN    =           3,
 AMAX    =  1.000000000000000E+040,
 EPS     =  9.999999999999999E-021,
 FTOL    =  1.000000000000000E-005,
 ITMAX   =       10000,
 IALMAX  =       10000,
 IW      =           1
 $END
 wr =   0.000000000000000E+000
 wi =   5.515689316165199E-003
 alpha                    wr                       wi                       nmax          nmin          funk           
 -0.1234775843359765E+03   0.7796261136805908E-17   0.7738689401807527E+01           148             3  -0.28934150E+02
 -0.1247123601793363E+03   0.2772473481444713E-22   0.7778331509714919E+01           148             3  -0.27983395E+02
 -0.1259594837811297E+03  -0.1179954115728758E-15   0.7818166983548878E+01           148             3  -0.28062669E+02
 -0.1272190786189410E+03   0.6788907329773811E-23   0.7858196806639858E+01           148             3  -0.27883836E+02
 -0.1284912694051304E+03  -0.1601317048532521E-17   0.7898421967161520E+01           148             3  -0.29953432E+02
 -0.1297761820991817E+03  -0.1767678264529003E-18   0.7938843458154825E+01           148             3  -0.32181008E+02
 -0.1310739439201735E+03   0.2996510636009990E-15   0.7979462277552248E+01           148             3  -0.28341503E+02
 -0.1323846833593752E+03  -0.2675176772013086E-15   0.8020279428202127E+01           148             3  -0.27660670E+02
 -0.1337085301929690E+03  -0.1051396791928454E-16   0.8061295917893116E+01           148             3  -0.27664454E+02
 -0.1350456154948987E+03  -0.1064295218827047E-16   0.8102512759378797E+01           144             3  -0.27976476E+02
 -0.1363960716498477E+03   0.3206522716344395E-15   0.8143930970402376E+01           144             3  -0.28086275E+02
 -0.1377600323663462E+03  -0.1498254945842386E-16   0.8185551573721551E+01           144             3  -0.28223733E+02
 -0.1391376326900096E+03   0.5835049774245176E-17   0.8227375597133467E+01           144             3  -0.28058604E+02
 -0.1405290090169097E+03  -0.1745163258283266E-16   0.8269404073499821E+01           144             3  -0.28017804E+02
 -0.1419342991070788E+03   0.3905152062071146E-15   0.8311638040772099E+01           144             3  -0.27419840E+02
 -0.1433536420981496E+03   0.1134607150063066E-15   0.8354078542016936E+01           144             3  -0.27679132E+02
 -0.1447871785191311E+03   0.6731968532029455E-17   0.8396726625441584E+01           144             3  -0.28513548E+02
 -0.1462350503043224E+03  -0.6666037736093746E-15   0.8439583344419558E+01           140             3  -0.27843895E+02
 -0.1476974008073657E+03   0.8784435978271444E-17   0.8482649757516370E+01           140             3  -0.27993633E+02
 -0.1491743748154393E+03  -0.3033137797020629E-16   0.8525926928515418E+01           140             3  -0.27252565E+02
 -0.1506661185635937E+03   0.2357394099463117E-17   0.8569415926443991E+01           140             3  -0.29120364E+02
 -0.1521727797492297E+03   0.9408692454451570E-15   0.8613117825599435E+01           140             3  -0.27154917E+02
 -0.1536945075467220E+03   0.1457768551845704E-16   0.8657033705575408E+01           140             3  -0.28325555E+02
 -0.1552314526221892E+03  -0.2268920595408827E-17   0.8701164651288323E+01           140             3  -0.27897575E+02
 -0.1567837671484111E+03  -0.8216510555066957E-16   0.8745511753003875E+01           140             3  -0.27001294E+02
 -0.1583516048198952E+03  -0.5183461736360143E-17   0.8790076106363742E+01           140             3  -0.28925080E+02
 -0.1599351208680942E+03   0.3781838519482383E-15   0.8834858812412394E+01           136             3  -0.28508801E+02
 -0.1615344720767751E+03   0.3873207290660027E-17   0.8879860977624062E+01           136             3  -0.29257907E+02
 -0.1631498167975429E+03   0.2429433399986454E-14   0.8925083713929832E+01           136             3  -0.26598534E+02
 -0.1647813149655183E+03  -0.1152903476542888E-14   0.8970528138744866E+01           136             3  -0.27390319E+02
 -0.1664291281151735E+03  -0.1022475375367328E-14   0.9016195374995799E+01           136             3  -0.26972728E+02
 -0.1680934193963252E+03   0.5886251562019446E-17   0.9062086551148226E+01           136             3  -0.28312462E+02
 -0.1697743535902885E+03  -0.6161973351029183E-17   0.9108202801234373E+01           136             3  -0.29022297E+02
 -0.1714720971261913E+03  -0.4358937171150144E-15   0.9154545264880877E+01           136             3  -0.27047584E+02
 -0.1731868180974533E+03   0.6222088480615744E-17   0.9201115087336721E+01           136             3  -0.27842618E+02
 -0.1749186862784278E+03   0.1075367681428002E-16   0.9247913419501323E+01           132             3  -0.27850684E+02
 -0.1766678731412121E+03   0.2355877121814951E-16   0.9294941417952739E+01           132             3  -0.27350166E+02
 -0.1784345518726242E+03  -0.4001531219105654E-23   0.9342200244976031E+01           132             3  -0.26918888E+02
 -0.1802188973913505E+03   0.7026988540447074E-15   0.9389691068591780E+01           132             3  -0.26799970E+02
 -0.1820210863652640E+03   0.1945515750550254E-16   0.9437415062584719E+01           132             3  -0.27339339E+02
 -0.1838412972289166E+03  -0.8312872122419450E-17   0.9485373406532556E+01           132             3  -0.28648498E+02
 -0.1856797102012058E+03   0.2021387170433357E-16   0.9533567285834891E+01           132             3  -0.27567782E+02
 -0.1875365073032178E+03  -0.1332302955578101E-16   0.9581997891742315E+01           132             3  -0.27273842E+02
 -0.1894118723762500E+03   0.1498826759254391E-14   0.9630666421385657E+01           132             3  -0.26961177E+02
 -0.1913059911000125E+03  -0.1013578318609396E-16   0.9679574077805349E+01           128             3  -0.28953229E+02
 -0.1932190510110126E+03   0.6840392124001338E-15   0.9728722069980979E+01           128             3  -0.26890627E+02
 -0.1951512415211228E+03   0.1242213593503537E-16   0.9778111612860958E+01           128             3  -0.27699377E+02
 -0.1971027539363340E+03  -0.9598735697504429E-17   0.9827743927392369E+01           128             3  -0.26789949E+02
 -0.1990737814756973E+03  -0.1224404013293507E-17   0.9877620240550947E+01           128             3  -0.28202605E+02
 -0.2010645192904543E+03  -0.1202918195419080E-16   0.9927741785371204E+01           128             3  -0.26957954E+02
 -0.2030751644833589E+03   0.6941064035791664E-17   0.9978109800976732E+01           128             3  -0.28295557E+02
 -0.2051059161281925E+03   0.8954904167138412E-17   0.1002872553261065E+02           128             3  -0.27128740E+02
 -0.2071569752894744E+03   0.2614900893024605E-22   0.1007959023166618E+02           128             3  -0.26799357E+02
 -0.2092285450423691E+03   0.2189817072342283E-17   0.1013070515571741E+02           124             3  -0.27868380E+02
 -0.2113208304927928E+03   0.2266233648936378E-15   0.1018207156855022E+02           124             3  -0.26469866E+02
 -0.2134340387977207E+03   0.8081494175486668E-15   0.1023369074019330E+02           124             3  -0.26298485E+02
 -0.2155683791856979E+03  -0.3256037845035931E-17   0.1028556394694942E+02           124             3  -0.27577496E+02
 -0.2177240629775549E+03   0.9903245737634129E-16   0.1033769247142676E+02           124             3  -0.26674537E+02
 -0.2199013036073305E+03  -0.1996753666153126E-16   0.1039007760257048E+02           124             3  -0.27139547E+02
 -0.2221003166434038E+03  -0.5938913858754133E-15   0.1044272063569440E+02           124             3  -0.26706869E+02
 -0.2243213198098378E+03  -0.3952077662573335E-17   0.1049562287251287E+02           124             3  -0.27647056E+02
 -0.2265645330079362E+03  -0.3348346769847871E-19   0.1054878562117276E+02           124             3  -0.32225219E+02
 -0.2288301783380155E+03   0.3991483630526679E-15   0.1060221019628566E+02           120             3  -0.27043332E+02
 -0.2311184801213957E+03  -0.4419561419832477E-15   0.1065589791896022E+02           120             3  -0.26630588E+02
 -0.2334296649226096E+03  -0.1302255637564630E-14   0.1070985011683462E+02           120             3  -0.25998983E+02
 -0.2357639615718358E+03  -0.1003735722149762E-14   0.1076406812410927E+02           120             3  -0.26405281E+02
 -0.2381216011875541E+03  -0.8062234106524375E-17   0.1081855328157965E+02           120             3  -0.27573315E+02
 -0.2405028171994297E+03  -0.1672063535213355E-15   0.1087330693666927E+02           120             3  -0.26684973E+02
 -0.2429078453714240E+03  -0.1329283801454433E-16   0.1092833044346285E+02           120             3  -0.27415747E+02
 -0.2453369238251382E+03  -0.1827854397036410E-17   0.1098362516273966E+02           120             3  -0.29341133E+02
 -0.2477902930633896E+03   0.1078675061569614E-14   0.1103919246200699E+02           120             3  -0.26443322E+02
 -0.2502681959940235E+03   0.1139470909440497E-16   0.1109503371553387E+02           120             3  -0.27106854E+02
 -0.2527708779539637E+03  -0.3398744142833934E-16   0.1115115030438483E+02           116             3  -0.26696269E+02
 -0.2552985867335034E+03   0.1366013665914709E-16   0.1120754361645396E+02           116             3  -0.27098529E+02
 -0.2578515726008384E+03   0.1476697178824021E-17   0.1126421504649910E+02           116             3  -0.28985905E+02
 -0.2604300883268468E+03   0.1682086742289412E-14   0.1132116599617612E+02           116             3  -0.25969489E+02
 -0.2630343892101153E+03  -0.6737249455720011E-16   0.1137839787407350E+02           116             3  -0.26145064E+02
 -0.2656647331022165E+03   0.3267990746467703E-15   0.1143591209574702E+02           116             3  -0.27229619E+02
 -0.2683213804332386E+03   0.6262744719302379E-15   0.1149371008375461E+02           116             3  -0.26980454E+02
 -0.2710045942375710E+03  -0.5773128780563599E-15   0.1155179326769139E+02           116             3  -0.26886119E+02
 -0.2737146401799467E+03   0.1868256889587039E-15   0.1161016308422493E+02           116             3  -0.27776627E+02
 -0.2764517865817462E+03   0.6473979088302653E-17   0.1166882097713061E+02           116             3  -0.28035482E+02
 -0.2792163044475637E+03  -0.6364739781528328E-15   0.1172776839732720E+02           112             3  -0.26367083E+02
 -0.2820084674920393E+03   0.1036163870948752E-22   0.1178700680291263E+02           112             3  -0.26714967E+02
 -0.2848285521669597E+03   0.9392877218969011E-23   0.1184653765919992E+02           112             3  -0.27487832E+02
 -0.2876768376886293E+03  -0.1409036580774116E-15   0.1190636243875329E+02           112             3  -0.27193717E+02
 -0.2905536060655156E+03  -0.9238159161690690E-15   0.1196648262142446E+02           112             3  -0.25998551E+02
 -0.2934591421261707E+03   0.3143393789940707E-18   0.1202689969438912E+02           112             3  -0.29510524E+02
 -0.2963937335474324E+03   0.1067637696024202E-14   0.1208761515218360E+02           112             3  -0.26031155E+02
 -0.2993576708829067E+03  -0.1174192313783916E-16   0.1214863049674170E+02           112             3  -0.26573804E+02
 -0.3023512475917358E+03   0.1724195095957199E-16   0.1220994723743175E+02           112             3  -0.26141967E+02
 -0.3053747600676532E+03   0.5164875469320215E-17   0.1227156689109378E+02           112             3  -0.28158196E+02
 -0.3084285076683298E+03  -0.9607283962188766E-17   0.1233349098207699E+02           112             3  -0.26583745E+02
 -0.3115127927450130E+03  -0.3580048800545006E-15   0.1239572104227726E+02           108             3  -0.27332772E+02
 -0.3146279206724632E+03   0.1145358764875852E-16   0.1245825861117498E+02           108             3  -0.26611450E+02
 -0.3177741998791878E+03  -0.8873258513230760E-17   0.1252110523587301E+02           108             3  -0.27384922E+02
 -0.3209519418779797E+03   0.2322065144059338E-15   0.1258426247113482E+02           108             3  -0.26814392E+02
 -0.3241614612967595E+03  -0.6578253469338692E-18   0.1264773187942287E+02           108             3  -0.28512226E+02
 -0.3274030759097271E+03  -0.1580603573669073E-16   0.1271151503093713E+02           108             3  -0.26129600E+02
 -0.3306771066688244E+03  -0.6771776172913286E-18   0.1277561350365378E+02           108             3  -0.30312088E+02
 -0.3339838777355126E+03  -0.2339195153888014E-16   0.1284002888336424E+02           108             3  -0.26000313E+02
 -0.3373237165128677E+03   0.2448563735999934E-16   0.1290476276371417E+02           108             3  -0.26346276E+02
 -0.3406969536779964E+03  -0.2003554341692476E-17   0.1296981674624288E+02           108             3  -0.28025635E+02
 -0.3441039232147764E+03   0.2566180239162130E-14   0.1303519244042282E+02           108             3  -0.25477342E+02
 -0.3475449624469242E+03   0.6405589008797807E-15   0.1310089146369928E+02           104             3  -0.26315282E+02
 -0.3510204120713934E+03  -0.2077573314815925E-16   0.1316691544153030E+02           104             3  -0.26394263E+02
 -0.3545306161921073E+03   0.8630709475511577E-15   0.1323326600742680E+02           104             3  -0.26241507E+02
 -0.3580759223540284E+03  -0.1356334638905602E-22   0.1329994480299292E+02           104             3  -0.25878508E+02
 -0.3616566815775687E+03  -0.5533598891725705E-17   0.1336695347796647E+02           104             3  -0.27159612E+02
 -0.3652732483933444E+03  -0.2111521736667275E-17   0.1343429369025968E+02           104             3  -0.28463377E+02
 -0.3689259808772778E+03  -0.1675248387929212E-17   0.1350196710600015E+02           104             3  -0.28390818E+02
 -0.3726152406860506E+03  -0.8429365187355994E-16   0.1356997539957194E+02           104             3  -0.26649107E+02
 -0.3763413930929111E+03  -0.6662393785541011E-17   0.1363832025365691E+02           104             3  -0.26635123E+02
 -0.3801048070238402E+03   0.2583974492269600E-16   0.1370700335927627E+02           104             3  -0.26128447E+02
 -0.3839058550940786E+03   0.1352356083376816E-18   0.1377602641583230E+02           104             3  -0.31299754E+02
 -0.3877449136450194E+03  -0.6235193679189667E-17   0.1384539113115035E+02           100             3  -0.26665659E+02
 -0.3916223627814696E+03  -0.3301331538952347E-15   0.1391509922152097E+02           100             3  -0.26613642E+02
 -0.3955385864092843E+03   0.5954173376412869E-17   0.1398515241174230E+02           100             3  -0.26722764E+02
 -0.3994939722733771E+03   0.1980234013924424E-15   0.1405555243516265E+02           100             3  -0.26296582E+02
 -0.4034889119961109E+03  -0.8153504286790245E-18   0.1412630103372330E+02           100             3  -0.27844010E+02
 -0.4075238011160720E+03   0.1662664580934533E-16   0.1419739995800155E+02           100             3  -0.26536566E+02
 -0.4115990391272327E+03  -0.8948713300520749E-15   0.1426885096725389E+02           100             3  -0.26326523E+02
 -0.4157150295185050E+03  -0.7229397477452455E-15   0.1434065582945949E+02           100             3  -0.25775862E+02
 -0.4198721798136900E+03  -0.1251517499179680E-16   0.1441281632136386E+02           100             3  -0.26501647E+02
 -0.4240709016118269E+03   0.1220357334904239E-16   0.1448533422852271E+02           100             3  -0.26812195E+02
 -0.4283116106279452E+03   0.2266718926121051E-16   0.1455821134534606E+02           100             3  -0.25575418E+02
 -0.4325947267342247E+03  -0.8914190840273319E-17   0.1463144947514258E+02           100             3  -0.27035869E+02
 -0.4369206740015669E+03   0.2413967853138638E-16   0.1470505043016411E+02            96             3  -0.25810997E+02
 -0.4412898807415826E+03  -0.9241873059163945E-17   0.1477901603165043E+02            96             3  -0.26778854E+02
 -0.4457027795489984E+03  -0.1814283529025776E-15   0.1485334810987424E+02            96             3  -0.26520434E+02
 -0.4501598073444884E+03  -0.9235635775735838E-17   0.1492804850418641E+02            96             3  -0.26187683E+02
 -0.4546614054179333E+03  -0.3052883761819887E-16   0.1500311906306136E+02            96             3  -0.26732528E+02
 -0.4592080194721126E+03  -0.3939346699925062E-22   0.1507856164414280E+02            96             3  -0.26092593E+02
 -0.4638000996668337E+03   0.7356312016605010E-16   0.1515437811428954E+02            96             3  -0.28021114E+02
 -0.4684381006635020E+03  -0.2491032843773791E-24   0.1523057034962168E+02            96             3  -0.26070459E+02
 -0.4731224816701371E+03  -0.3199786997815652E-15   0.1530714023556695E+02            96             3  -0.25510952E+02
 -0.4778537064868385E+03  -0.8083393813738654E-17   0.1538408966690725E+02            96             3  -0.27006232E+02
 -0.4826322435517068E+03  -0.2870783834493592E-17   0.1546142054782555E+02            96             3  -0.27470277E+02
 -0.4874585659872239E+03   0.1135634390315998E-14   0.1553913479195285E+02            96             3  -0.25248865E+02
 -0.4923331516470961E+03   0.5221879817082339E-17   0.1561723432241554E+02            96             3  -0.26288945E+02
 -0.4972564831635671E+03   0.1705554993118732E-16   0.1569572107188288E+02            92             3  -0.25852411E+02
 -0.5022290479952028E+03  -0.1700585341838574E-16   0.1577459698261477E+02            92             3  -0.26140632E+02
 -0.5072513384751548E+03  -0.4129364621952704E-15   0.1585386400650976E+02            92             3  -0.25861237E+02
 -0.5123238518599063E+03   0.1781443573272280E-17   0.1593352410515327E+02            92             3  -0.27911334E+02
 -0.5174470903785054E+03  -0.1749315333204786E-14   0.1601357924986608E+02            92             3  -0.24794736E+02
 -0.5226215612822905E+03   0.2535599389730008E-16   0.1609403142175304E+02            92             3  -0.25866493E+02
 -0.5278477768951134E+03  -0.2135078197843868E-16   0.1617488261175205E+02            92             3  -0.25748409E+02
 -0.5331262546640645E+03  -0.1720033201090412E-14   0.1625613482068322E+02            92             3  -0.24155016E+02
 -0.5384575172107052E+03   0.1319323029207882E-16   0.1633779005929843E+02            92             3  -0.25796048E+02
 -0.5438420923828122E+03  -0.8160446635041181E-15   0.1641985034833088E+02            92             3  -0.24821163E+02
 -0.5492805133066404E+03   0.4824295627331014E-16   0.1650231771854516E+02            92             3  -0.24918483E+02
 -0.5547733184397068E+03   0.1644151620134523E-16   0.1658519421078741E+02            92             3  -0.25323218E+02
 -0.5603210516241039E+03   0.3792993740823398E-17   0.1666848187603574E+02            92             3  -0.26027521E+02
 -0.5659242621403449E+03   0.3586239973295104E-16   0.1675218277545095E+02            88             3  -0.25725938E+02
 -0.5715835047617484E+03  -0.4406775138188101E-17   0.1683629898042749E+02            88             3  -0.25829728E+02
 -0.5772993398093658E+03   0.1871218990566208E-17   0.1692083257264465E+02            88             3  -0.27128403E+02
 -0.5830723332074596E+03  -0.2905558192489642E-16   0.1700578564411804E+02            88             3  -0.25060653E+02
 -0.5889030565395342E+03   0.1290061302718419E-14   0.1709116029725129E+02            88             3  -0.24488412E+02
 -0.5947920871049296E+03   0.2042853669126032E-15   0.1717695864488803E+02            88             3  -0.26950526E+02
 -0.6007400079759789E+03   0.1399975449439086E-14   0.1726318281036413E+02            88             3  -0.24807635E+02
 -0.6067474080557387E+03  -0.2631891652645838E-16   0.1734983492756019E+02            88             3  -0.25298276E+02
 -0.6128148821362961E+03   0.3016189764376177E-17   0.1743691714095431E+02            88             3  -0.26671856E+02
 -0.6189430309576591E+03   0.7983613748293984E-17   0.1752443160567509E+02            88             3  -0.26340338E+02
 -0.6251324612672356E+03   0.1570788388583827E-15   0.1761238048755494E+02            88             3  -0.24608706E+02
 -0.6313837858799079E+03  -0.1565406104448920E-14   0.1770076596318361E+02            88             3  -0.24218239E+02
 -0.6376976237387070E+03   0.1383968861486849E-16   0.1778959021996201E+02            88             3  -0.25203110E+02
 -0.6440745999760941E+03   0.1354797945985576E-16   0.1787885545615630E+02            88             3  -0.25088265E+02
 -0.6505153459758550E+03   0.6689731760657165E-17   0.1796856388095227E+02            84             3  -0.26125968E+02
 -0.6570204994356135E+03  -0.3125616149928462E-16   0.1805871771450990E+02            84             3  -0.24598590E+02
 -0.6635907044299696E+03  -0.4923243526386295E-17   0.1814931918801835E+02            84             3  -0.26708601E+02
 -0.6702266114742694E+03   0.1110622967744022E-16   0.1824037054375104E+02            84             3  -0.25428124E+02
 -0.6769288775890120E+03  -0.1055285564347453E-16   0.1833187403512118E+02            84             3  -0.25843661E+02
 -0.6836981663649021E+03  -0.1011805731646669E-14   0.1842383192673744E+02            84             3  -0.24404424E+02
 -0.6905351480285511E+03   0.9337413842255699E-18   0.1851624649445995E+02            84             3  -0.27615826E+02
 -0.6974404995088366E+03   0.6090775462500779E-15   0.1860912002545664E+02            84             3  -0.25538011E+02
 -0.7044149045039250E+03  -0.1032807045412130E-14   0.1870245481825972E+02            84             3  -0.24348126E+02
 -0.7114590535489642E+03   0.7725731101726478E-15   0.1879625318282262E+02            84             3  -0.24308148E+02
 -0.7185736440844539E+03   0.7375383623955786E-15   0.1889051744057699E+02            84             3  -0.24469179E+02
 -0.7257593805252984E+03   0.1403483172863674E-16   0.1898524992449023E+02            84             3  -0.25168321E+02
 -0.7330169743305514E+03  -0.1046932544225504E-16   0.1908045297912315E+02            84             3  -0.25276323E+02
 -0.7403471440738570E+03   0.3462205696503436E-16   0.1917612896068791E+02            84             3  -0.24898954E+02
 -0.7477506155145956E+03  -0.6553374105815242E-17   0.1927228023710637E+02            84             3  -0.25840077E+02
 -0.7552281216697415E+03  -0.2576504428001474E-14   0.1936890918806858E+02            84             3  -0.23680205E+02
 -0.7627804028864390E+03  -0.2185128335697560E-14   0.1946601820509169E+02            80             3  -0.24524068E+02
 -0.7704082069153034E+03  -0.4335205756164430E-17   0.1956360969157910E+02            80             3  -0.26217807E+02
 -0.7781122889844564E+03   0.2061947518980276E-14   0.1966168606287986E+02            80             3  -0.24141139E+02
 -0.7858934118743010E+03  -0.1146065563392781E-14   0.1976024974634845E+02            80             3  -0.24856694E+02
 -0.7937523459930441E+03  -0.1276738830714433E-16   0.1985930318140483E+02            80             3  -0.25910534E+02
 -0.8016898694529746E+03  -0.6629796876906516E-17   0.1995884881959471E+02            80             3  -0.26453650E+02
